id,japanese_name,scientific_name,order_name_ja,order_name_en,family_name_ja,family_name_en,genus_name,species_name,subspecies_name,distribution,note
1694,キスジビロードナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Sibatania,arizana,fluctigera,沖縄島、石垣島、西表島,
1695,トビモンシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Plemyria,rubiginata,japonica,北海道、本州、四国、九州,
1696,ウチジロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Dysstroma,truncata,fusconebulosa,本州,
1697,ウスキナカジロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Dysstroma,infuscata,euglauca,本州,
1698,ウスキナカジロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Dysstroma,infuscata,subglauca,北海道,
1699,アルプスナカジロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Dysstroma,pseudimmanata,splendida,本州,
1700,シロマダラナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Dysstroma,albicoma,,本州,
1701,ミヤマクロオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Praethera,anomala,,本州,
1702,ウスクロオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Pennithera,abolla,,北海道、本州、四国、九州、対馬,
1703,ソウウンクロオビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Heterothera,taigana,soukeana,北海道、本州,
1704,ミヤマフユナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Operophtera,nana,,本州,
1705,ヒメクロオビフユナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Operophtera,crispifascia,,北海道、本州、九州,
1706,ミドリアキナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Epirrita,viridipurpurescens,,北海道、本州、四国、九州、屋久島,
1707,ナカオビアキナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Nothoporinia,mediolineata,,北海道、本州、四国、九州、屋久島,
1708,トビスジトガリナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Zola,terranea,terranea,本州、伊豆諸島、四国、九州、対馬,
1709,クロスジカバイロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Venusia,laria,ilara,北海道、本州,
1710,マエモンハイイロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Venusia,semistrigata,expressa,本州、四国、九州,
1711,フタモンコナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Venusia,megaspilata,,北海道、本州、四国、九州,
1712,マンサクシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Asthena,hamadryas,,北海道、本州、九州,
1713,フタマタシロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Asthena,ochrifasciaria,,本州、四国、九州、対馬,
1714,フタオモドキナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Macrohastina,azela,,本州、四国、九州,
1715,マエチャナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Acolutha,pictaria,shirozui,本州、四国、九州、種子島、屋久島、南西諸島,
1716,アカモンコナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Palpoctenidia,phoenicosoma,semilauta,北海道、本州、伊豆大島、四国、九州,
1717,ミヤマチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Perizoma,japonica,,本州,
1718,マエナミカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,niphonaria,,本州、四国、九州、対馬、屋久島、奄美大島、沖縄島、西表島,
1719,ヒコサンカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,antivulgaria,,本州、四国、九州、対馬、奄美大島,
1720,ソトカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,signigera,,北海道、本州、四国、九州、対馬、屋久島,
1721,ナガイカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,nagaii,,本州、四国、屋久島,
1722,アキカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,subfumosa,,本州、四国、九州,
1723,オオモンカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,okadai,,本州、四国、九州、対馬,
1724,ヤスジカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,mandschurica,japonica,北海道、本州、九州,
1725,ウストビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,amplexata,pryeraria,北海道、本州,
1726,アルプスカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,veratraria,perpaupera,北海道、本州,
1727,シタジロカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,conterminata,idiopusillata,本州,
1728,ミスジカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,neosatyrata,,四国,
1729,カラスナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,caliginea,,北海道、本州,
1730,ジンボカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,jinboi,,本州、四国,
1731,オビカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,selinata,fusei,北海道、本州,
1732,スジグロカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,supercastigata,,本州、四国、九州、対馬,
1733,ウラモンカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,actaeata,praenubilata,北海道、本州、九州,
1734,ハネナガカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,takao,,北海道、本州、四国、九州、対馬,
1735,クロスジカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,ancillata,,対馬,
1736,アザミカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,virgaureata,invisa,北海道、本州、四国、九州、対馬、屋久島、沖縄島,
1737,マダラカバスジナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,tantilloides,,北海道、本州、四国、九州、対馬,
1738,シコクカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,shikokuensis,,本州、四国、九州,
1739,ムネシロテンカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,maenamiella,,北海道、本州,
1740,ヤクシマカバナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eupithecia,yakushimensis,,九州、屋久島,
1741,イシガキチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eriopithex,ishigakiensis,,沖縄島、石垣島、西表島、小浜島,
1742,クニガミチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Eriopithex,lanaris,,沖縄島,
1743,ケブカチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gymnoscelis,esakii,,北海道、本州、伊豆諸島、小笠原諸島、四国、九州、対馬、屋久島、奄美大島、沖縄島,
1744,ユリカチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gymnoscelis,yurikae,,沖縄島、石垣島,
1745,オガサワラチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gymnoscelis,boninensis,,小笠原諸島,
1746,ウラジロチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gymnoscelis,montgomeryi,,小笠原諸島,
1747,ウラグロチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Gymnoscelis,melaninfra,,小笠原諸島（母島）,
1748,クロテンアオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Glaucoclystis,azumai,,南西諸島,
1749,クロスジチビナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Glaucoclystis,tominagai,,西表島,
1750,アマミアオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Chloroclystis,neoconversa,,対馬、屋久島、奄美大島、沖縄島,
1751,チビアオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Pasiphila,kumakurai,,本州、四国、九州,
1752,マダラアオナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Pasiphila,hypopyrrha,,本州、四国、九州、屋久島,
1753,クロテンサビイロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Pseudocollix,kawamurai,,本州、四国,
1754,ナカジロナミシャク,,チョウ目,Lepidoptera,シャクガ科,Geometridae,Melanthia,procellata,inquinata,本州、四国、九州、対馬、屋久島,
1755,ワタナベカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Gastropacha,clathrata,watanabei,北海道、本州、四国、九州、沖縄島,
1756,タカムクカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Cosmotriche,lobulina,pinivora,北海道,
1757,タカムクカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Cosmotriche,lobulina,takamukui,本州,
1758,タケカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Euthrix,albomaculata,derecta,北海道、本州、四国、九州,
1759,ギンモンカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Somadasys,brevivenis,yakushimensis,屋久島,
1760,リンゴカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Odonestis,pruni,japonensis,北海道、本州、四国、九州、対馬、屋久島,
1761,オキナワマツカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Dendrolimus,okinawanus,,南西諸島,
1762,イワサキカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Kunugia,iwasakii,,沖縄島、石垣島、西表島,
1763,ミヤケカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Takanea,miyakei,,北海道、本州,
1764,オオミヤケカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Takanea,excisa,,本州、四国、九州,
1765,ウスズミカレハ,,チョウ目,Lepidoptera,カレハガ科,Lasiocampidae,Poecilocampa,tamanukii,,北海道、本州、四国、九州,
1766,オビガ,,チョウ目,Lepidoptera,オビガ科,Eupterotidae,Apha,aequalis,,北海道、本州、四国、九州、屋久島,
1767,オオクワゴモドキ,,チョウ目,Lepidoptera,カイコガ科,Bombycidae,Oberthueria,falcigera,,北海道、本州、四国、九州,
1768,カギバモドキ,,チョウ目,Lepidoptera,カイコガ科,Bombycidae,Pseudandraca,gracilis,,本州、四国、九州,
1769,スカシサン,,チョウ目,Lepidoptera,カイコガ科,Bombycidae,Prismosticta,hyalinata,,本州、四国、九州,
1770,ハグルマヤママユ,,チョウ目,Lepidoptera,ヤママユガ科,Saturniidae,Loepa,sakaei,,奄美大島、徳之島、沖縄島,
1771,イボタガ,,チョウ目,Lepidoptera,イボタガ科,Brahmaeidae,Brahmaea,japonica,,北海道、本州、四国、九州、屋久島,
1772,コエビガラスズメ,,チョウ目,Lepidoptera,スズメガ科,Sphingidae,Sphinx,constricta,,北海道、本州、四国、九州、屋久島,
1773,オビグロスズメ,,チョウ目,Lepidoptera,スズメガ科,Sphingidae,Sphinx,crassistriga,,北海道、本州、四国、九州,
1774,クロテンケンモンスズメ,,チョウ目,Lepidoptera,スズメガ科,Sphingidae,Kentrochrysalis,consimilis,,本州、四国、九州,
1775,コウチスズメ,,チョウ目,Lepidoptera,スズメガ科,Sphingidae,Smerinthus,tokyonis,,本州、四国、九州,
1776,リュウキュウオオスカシバ,,チョウ目,Lepidoptera,スズメガ科,Sphingidae,Cephonodes,xanthus,,南西諸島,
1777,ミスジビロードスズメ,,チョウ目,Lepidoptera,スズメガ科,Sphingidae,Rhagastis,trilineata,,本州、四国、九州、屋久島,
1778,エゾエグリシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Ptilodon,jezoensis,,北海道、本州、四国、九州,
1779,クロエグリシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Ptilodon,okanoi,,北海道、本州、四国、九州,
1780,クロスジシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Lophocosma,sarantuja,,北海道、本州、四国、九州、対馬,
1781,アカシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Gangaridopsis,citrina,,北海道、本州、九州,
1782,ホッカイエグリシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Odontosia,walakui,,北海道,
1783,コクシエグリシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Odontosia,marumoi,,本州,
1784,アオバシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Zaranga,permagna,,北海道、本州、伊豆諸島、四国、九州、対馬,
1785,エゾギンモンシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Spatalia,jezoensis,,北海道、本州、四国、九州,
1786,クレナイハガタシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Hagapteryx,satomiae,,本州、四国,
1787,ナカスジシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Nerice,bipartita,,北海道、国後島、色丹島、本州、四国,
1788,マエジロシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Notodonta,albicosta,,北海道、本州、四国、九州,
1789,ニッコウシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Shachia,circumscripta,,北海道、本州、佐渡島、四国、九州,
1790,シロシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Cnethodonta,japonica,,本州、四国、九州,
1791,ゴマダラシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Palaeostauropus,obliteratus,,本州、四国、九州,
1792,フタジマネグロシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Neodrymonia,delia,,北海道、本州、佐渡島、四国、九州,
1793,トリゲキシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Torigea,plumosa,,本州、四国、九州,
1794,コトビモンシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Drymonia,japonica,,本州、四国、九州,
1795,ノヒラトビモンシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Drymonia,basalis,,本州、四国、九州,
1796,タカムクシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Takadonta,takamukui,,本州、四国、九州,
1797,ミナミノクロシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Hiradonta,ohashii,,奄美大島、沖永良部島、沖縄島,
1798,ウグイスシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Pheosiopsis,olivacea,,本州、四国、九州,
1799,マルモンシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Peridea,rotundata,,北海道、本州、四国、九州,
1800,アマギシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Eriodonta,amagisana,,本州、四国、九州,
1801,ブナアオシャチホコ,,チョウ目,Lepidoptera,シャチホコガ科,Notodontidae,Syntypistis,punctatella,,北海道、本州、四国、九州,
